species,annual_mean_temperature,annual_precipitation,maximum_temperature_warmest_month,mean_temperature_coldest_quarter,mean_temperature_driest_quarter,minimum_temperature_coldest_month,precipitation_in_coldest_quarter,precipitation_of_coldest_quarter,precipitation_of_wettest_quarter,precipitation_wetest_month,temperature_annual_range,temperature_seasonality
Cursorius rufus,194.7923391,240.3796148,315.1525535,127.6775782,150.8970721,57.72371531,24.33168367,24.33168367,141.14714,49.85565519,257.4313367,4381.177717
Cursorius somalensis,270.4000492,309.4536044,343.8258751,253.0493239,265.9449317,203.5711261,71.54157907,71.54157907,211.6296165,85.41090854,140.255847,1256.658177
Cursorius temminckii,237.8108012,853.5199622,333.431399,199.734354,211.4550497,136.9168917,163.1423127,163.1423127,529.8197359,187.9477269,196.5150724,2457.542028
Cutia legalleni,189.5564687,2181.860667,239.5989337,163.8321502,170.9160625,130.0183798,161.779476,161.779476,1123.067343,399.018928,109.5824421,1527.625584
Cutia nipalensis,194.7949962,1938.350756,276.2235728,133.8427375,145.3769477,76.25857977,60.86878723,60.86878723,1183.286211,415.0063235,199.9649494,3773.08532
Cyanerpes caeruleus,249.104539,2426.765681,293.4785984,240.4893573,249.8211362,210.4479234,660.819821,660.819821,992.7788444,343.4310001,83.0298674,573.1214187
Cyanerpes cyaneus,249.2570608,2281.096233,296.942222,239.1789141,248.9620571,207.9910229,616.8841139,616.8841139,964.5760309,333.9697693,88.95037286,689.3491302
Cyanerpes lucidus,242.18345,2704.440241,284.7797811,229.4818623,242.4012398,204.1535299,655.511899,655.511899,1159.289293,404.4297556,80.62658862,820.8490932
Cyanerpes nitidus,248.8200771,2711.263116,288.4827839,241.5390634,248.9132213,212.9343941,746.0735302,746.0735302,1022.960164,352.0520681,75.54640187,445.8010683
Cyanicterus cyanicterus,253.4292111,2317.03937,303.6645634,245.5732019,262.7203048,218.280824,657.5354088,657.5354088,1031.46112,364.2095669,85.38417984,646.889493
Cyanistes caeruleus,78.98670989,676.4958471,241.3208209,-29.47783675,30.58172655,-63.29050852,145.5156354,145.5156354,249.4912359,86.64704706,304.6117646,8123.7631
Cyanistes cyanus,15.56745748,480.6063754,234.6471231,-160.9318564,-111.6539254,-208.0278363,58.86220939,58.86220939,241.31498,85.68312051,442.6748941,12512.04549
Cyanistes teneriffae,169.5691028,375.5217344,330.228213,88.80251634,258.7780932,38.90948284,142.457266,142.457266,162.0601475,57.39626169,291.3189078,6283.123905
Cyanochen cyanoptera,173.3835179,1238.818121,254.4293387,155.8676302,166.4642021,99.0590116,541.6303684,541.6303684,814.6046006,279.388815,155.3729118,1350.190295
Cyanocitta cristata,88.20521584,975.9167373,260.8987385,-43.63242972,9.601446303,-93.01086538,201.2644862,201.2644862,332.0109953,114.8008378,353.9102377,9320.729762
Cyanocitta stelleri,71.77242458,763.7458923,235.8394229,-18.3118933,90.98778562,-64.77389857,210.5269057,210.5269057,364.8344904,127.5677039,300.6135919,6669.862782
Cyanocompsa parellina,237.5279154,1362.040507,302.807447,207.9590573,227.8476029,166.1263043,146.2165941,146.2165941,735.7282075,262.0378117,136.6808178,1892.858375
Cyanocorax affinis,248.2717463,2330.259475,285.4245106,241.9224714,245.8980073,213.5079936,557.7026042,557.7026042,885.7457448,308.6546165,71.9177825,436.2552842
Cyanocorax beecheii,233.8667946,905.8243447,330.1572191,180.331769,239.2370108,118.1951399,98.84394121,98.84394121,707.5313035,243.4659186,211.964425,3768.074756
Cyanocorax caeruleus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanocorax cayanus,251.7641591,2295.87646,303.7467863,243.2285693,260.8191697,215.9043536,687.3090129,687.3090129,1028.66194,359.8509373,87.84298852,728.477657
Cyanocorax chrysops,224.8661253,1454.292845,298.4422611,183.7645741,197.4314828,137.0686962,227.0192871,227.0192871,607.512658,210.2767884,161.3750421,2619.542693
Cyanocorax colliei,211.2103483,953.0157528,314.8486014,160.7572475,215.7061947,95.22380906,101.2561379,101.2561379,711.4125818,249.906079,219.6251287,3484.171511
Cyanocorax cristatellus,241.8560544,1503.963018,309.7969709,220.8888644,226.7997706,173.6647711,266.6025833,266.6025833,775.1590623,266.9235397,136.1313019,1365.274035
Cyanocorax cyanomelas,235.0702361,1512.342555,301.8457142,198.858077,205.1092053,150.6859321,127.0706027,127.0706027,672.8515412,232.5437879,151.1591867,2186.909168
Cyanocorax cyanopogon,250.489213,1445.157149,317.3496095,234.6563517,245.4811345,195.3904741,472.4097364,472.4097364,775.692879,269.6593328,121.9570575,1173.447442
Cyanocorax dickeyi,180.2864694,1177.751641,272.7858846,133.694848,177.9764433,66.00325129,152.4191863,152.4191863,816.3194032,290.127586,206.7787191,3155.160136
Cyanocorax formosus,236.6279897,1368.467847,300.0246992,220.2883858,231.9735171,175.0952069,131.9568304,131.9568304,802.2423051,284.681997,124.9283639,1076.819231
Cyanocorax heilprini,244.1727473,3376.465534,275.2518445,237.3171612,245.7340653,215.7634804,1202.457521,1202.457521,1279.516279,438.3271643,59.48457616,354.8392934
Cyanocorax melanocyaneus,206.3633162,1676.153458,266.2803295,188.2039202,201.3183113,148.2576085,171.5311818,171.5311818,805.3836271,288.418739,118.0210974,1140.054253
Cyanocorax morio,242.9803375,1782.265328,306.6524909,212.1544001,233.4062309,175.8757695,297.5612979,297.5612979,846.3801263,300.1907644,130.7763909,1967.702635
Cyanocorax mystacalis,235.6702796,457.868401,281.6314163,223.4888086,225.2155693,179.8336761,9.290257246,9.290257246,362.5186675,133.5294983,101.7999239,971.8251964
Cyanocorax sanblasianus,229.9688288,1120.900314,295.2627606,208.8052896,226.6912855,156.2979714,54.11925061,54.11925061,782.3913741,272.3448092,138.9650467,1381.063956
Cyanocorax violaceus,247.0538075,2611.729001,286.0063601,237.8286703,245.7999143,209.0854456,631.7409118,631.7409118,987.4060264,340.2904532,76.91870423,514.5323805
Cyanocorax yncas,219.3718579,1657.745007,278.4879197,194.5535495,208.1450086,154.1848861,262.6545231,262.6545231,732.7699601,258.0334481,124.3024806,1550.367341
Cyanocorax yucatanicus,257.1822226,1279.177354,318.0681648,229.3353823,248.5930514,195.6385222,172.8984669,172.8984669,615.9107572,219.4917927,122.4286657,1766.370501
Cyanoderma bicolor,255.5621668,3113.425685,289.5404069,251.2001948,256.0124292,224.3441977,907.4865888,907.4865888,1032.044083,355.5922914,65.19675575,300.1904394
Cyanoderma chrysaeum,200.7024587,2096.087049,274.5359533,146.2213675,154.0387819,92.08353053,113.5922086,113.5922086,1222.263887,426.9064826,182.4522577,3329.056982
Cyanoderma erythropterum,259.3416817,2609.685666,293.4230078,252.8570875,260.1756169,228.2479958,786.3836629,786.3836629,984.4386992,342.6206746,65.17221451,434.4386365
Cyanoderma melanothorax,241.1646881,3097.237113,271.5392416,235.0635415,237.5725479,207.9584179,627.5866958,627.5866958,1265.406179,442.7313892,63.58251191,377.9537755
Cyanoderma pyrrhops,160.1164646,1729.083227,274.1436024,71.34821207,107.4254323,-0.31506178,129.6723176,129.6723176,1313.797679,463.768731,274.4579268,5916.072979
Cyanoderma ruficeps,162.8373357,1540.463192,271.7980507,75.08607801,85.0940189,26.05682148,91.08334402,91.08334402,848.9012573,297.1032414,245.7411181,5920.991091
Cyanoderma rufifrons,226.5089964,2211.976135,291.3907239,189.1177409,196.47282,141.3112302,287.0899388,287.0899388,1096.960326,382.4359911,150.0798292,2246.634811
Cyanograucalus azureus,240.0111982,1824.092953,289.8958101,228.5680077,239.8094185,198.9171414,475.9314555,475.9314555,815.4669875,288.32277,90.97997371,821.3171812
Cyanolanius comorensis,233.0489219,2401.535481,251.579878,215.6874851,216.8086381,210.2083991,268.8273928,268.8273928,1091.36193,416.255674,41.27091158,1105.592651
Cyanolanius madagascarinus,227.7358824,1999.169375,280.7080114,198.9072821,208.5930063,164.0230123,247.9357238,247.9357238,1066.347652,381.1883912,116.6857063,1857.140814
Cyanoliseus patagonus,146.287607,316.6749841,273.3149835,66.79395688,100.1854651,17.3217882,48.33308172,48.33308172,139.4644762,50.07521366,255.9897047,5595.27413
Cyanoloxia brissonii,230.3603609,1141.452093,305.5055243,194.8585848,207.4964432,148.3132615,153.4595934,153.4595934,550.3192647,191.5908085,157.1929415,2307.870015
Cyanoloxia cyanoides,245.4244337,2561.459576,289.3688481,232.5560023,244.6343404,203.3825873,570.4612542,570.4612542,1057.816969,369.2988016,85.98674398,834.230696
Cyanoloxia glaucocaerulea,185.2184925,1636.979417,270.5980806,132.6369084,168.3086532,88.56397737,368.3893008,368.3893008,522.6999186,182.4358597,182.0358314,3644.399274
Cyanoloxia rothschildii,249.0609865,2402.865014,294.0385215,240.1357706,249.6257267,209.8283815,657.4060882,657.4060882,988.3422458,341.777059,84.20905032,589.1626933
Cyanolyca argentigula,129.7878579,3549.800714,167.6896187,125.6915036,130.5012191,100.9215552,857.5982617,857.5982617,1384.391266,488.2428168,66.76352987,403.3038998
Cyanolyca armillata,160.3299303,1867.771789,205.883667,154.9251703,157.6151751,113.3123996,324.969351,324.969351,714.7327072,250.0741555,92.57540771,319.5354727
Cyanolyca cucullata,195.83352,2230.29954,257.6693114,172.4375503,187.8536601,131.8496847,306.3904682,306.3904682,1031.721588,365.945113,125.8192683,1449.987837
Cyanolyca mirabilis,171.9654086,1319.208051,242.9127619,155.1882703,161.9078657,99.36461305,28.88565521,28.88565521,802.7551057,280.1244369,143.53302,1015.705068
Cyanolyca nanus,148.338073,1860.021701,223.9106495,118.5577092,133.695887,66.63158011,145.7777901,145.7777901,978.9673366,342.8078233,157.2726874,1792.716419
Cyanolyca pulchra,181.9700852,3612.933245,214.1715578,178.7244686,182.3981247,151.5437277,1094.462553,1094.462553,1222.681443,425.4075008,62.62667192,221.2740802
Cyanolyca pumilo,173.4890273,2017.319182,235.1761832,154.2729819,165.5775109,110.6898989,157.3219578,157.3219578,999.0644492,357.0527858,124.4844758,1170.129767
Cyanolyca turcosa,135.1607541,1439.645143,187.0050831,127.6010791,133.7087768,83.6399148,321.6556396,321.6556396,534.5562682,186.7221227,103.3652513,405.0176649
Cyanolyca viridicyanus,151.9765205,1681.762217,197.7051535,133.7912448,134.6747787,88.2943179,157.5033626,157.5033626,727.2269432,252.1370781,109.4092842,1013.088276
Cyanomitra alinae,177.6151111,1504.603039,235.6614881,169.5558973,177.9127487,131.2895029,452.247787,452.247787,589.8481677,205.7877705,104.3744474,666.9936963
Cyanomitra bannermani,217.9055574,1324.451139,306.4566761,205.240057,209.8212061,145.0987469,378.3724224,378.3724224,686.2485398,241.9382312,161.3567784,1245.539634
Cyanomitra cyanolaema,235.7813378,1764.409333,284.2352947,226.144453,235.5442596,194.042328,473.5497701,473.5497701,746.8150753,262.8058645,90.19444036,702.1665939
Cyanomitra olivacea,233.2095096,1598.287112,291.4363074,218.7798769,229.1427011,181.5818266,400.7533074,400.7533074,731.8636233,257.9817858,109.8557467,1009.740381
Cyanomitra oritis,212.6867788,2285.494313,295.5123869,195.7314491,218.7511946,158.5576499,1135.550164,1135.550164,1177.141067,402.9051874,136.9548942,1391.10088
Cyanomitra veroxii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanomitra verticalis,238.6043779,1590.016191,300.9614495,225.5717412,238.1207642,186.9996221,495.6397722,495.6397722,727.661241,255.8069196,113.9624755,987.4160402
Cyanopica cooki,151.2643379,657.2513215,307.7968824,73.87997307,242.1479553,30.94981016,254.942059,254.942059,271.9618644,93.36672152,276.8457457,6046.962982
Cyanopica cyanus,54.73275908,838.9068729,252.6829901,-117.8581749,-97.9499374,-171.1851574,61.8019615,61.8019615,481.9778073,173.1259313,423.867417,11840.14817
Cyanopsitta spixii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoptila cumatilis,126.7644159,825.7618431,280.4657795,3.896346821,4.660697611,-46.76562089,25.2517066,25.2517066,464.8127237,173.9125927,327.2356968,8463.358237
Cyanoptila cyanomelana,69.88021158,1098.430615,250.6957168,-86.19098453,-66.31632603,-134.2761307,113.5320029,113.5320029,579.6641581,206.3529629,384.9707584,10768.81458
Cyanoramphus auriceps,94.10514624,2368.838525,169.2996196,52.62410264,104.6606215,27.04237762,560.1961777,560.1961777,687.9351323,236.2641923,142.257369,3024.192567
Cyanoramphus cookii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoramphus forbesi,113.6712039,1006.322702,155.3618205,87.67120394,138.3498519,78.67120394,269.0922446,269.0922446,343.8077042,117.5985785,76.93555608,2124.736886
Cyanoramphus malherbi,72.38869844,2146.302668,163.4884213,21.43685532,122.1544306,-10.57555062,492.5175039,492.5175039,649.1838705,219.8092241,174.0744352,3606.945005
Cyanoramphus novaezelandiae,201.1813177,1650.425992,244.7293144,172.2073741,185.6269524,156.2742344,274.9655367,274.9655367,703.5139778,243.1792043,88.45828776,2046.845846
Cyanoramphus saisseti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoramphus unicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclarhis gujanensis,242.0851244,1791.052116,300.2590738,223.0755798,233.6144048,185.6276384,447.6013295,447.6013295,805.4499619,279.5983571,114.6313322,1261.656114
Cyclarhis nigrirostris,166.1297259,2484.244952,205.1964483,161.3352503,165.308906,127.9802911,664.481576,664.481576,877.0790737,305.0209003,77.21841443,280.7431747
Cyclopsitta desmarestii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopsitta diophthalma,245.4622759,3063.505793,277.5577245,236.9482766,242.142595,212.3836673,623.4727325,623.4727325,1058.904738,367.7690083,65.17661454,517.4948327
Cyclopsitta edwardsii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopsitta salvadorii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cygnus atratus,177.4466484,459.9311112,300.5931441,111.1898083,207.9344565,67.25246742,143.7837763,143.7837763,191.8079198,66.84845482,233.3388586,4795.978892
Cygnus buccinator,44.57936614,617.078549,240.2149088,-100.4997202,-53.31698648,-145.4975055,90.74382191,90.74382191,273.6072033,95.27306474,385.7135748,10475.43145
Cygnus columbianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cygnus cygnus,-13.10952572,439.0152815,218.3402359,-187.0105144,-128.3049859,-225.5056573,68.28175577,68.28175577,186.329322,65.08387839,443.84571,12949.97409
Cygnus melancoryphus,152.3217853,982.9983576,261.2139514,85.17498481,108.6469866,42.71993518,189.6664605,189.6664605,377.1627911,132.268542,218.4959591,4736.688626
Cygnus olor,83.46177131,571.9775871,245.4903519,-28.47802851,12.81588254,-60.94817122,111.7074881,111.7074881,203.1919269,70.42802363,306.4389382,8353.872339
Cymbilaimus lineatus,249.0661974,2437.195527,294.6126922,240.4500643,249.5661928,209.761198,654.5764828,654.5764828,996.6922827,344.3195137,84.85081232,584.8331914
Cymbilaimus sanctaemariae,248.0386789,2014.98217,295.0457775,235.2729467,236.1168477,193.5539761,164.2350973,164.2350973,874.9220928,301.1001606,101.4933149,691.5046451
Cymbirhynchus macrorhynchos,258.532288,2787.610047,295.1109304,251.4905228,256.9343212,223.3778049,726.5527771,726.5527771,1066.183415,370.2087469,71.73245369,461.3187794
Cynanthus auriceps,222.691912,1096.814733,300.8687004,195.7615725,220.0269335,137.5548231,64.19515714,64.19515714,745.4819458,261.0854166,163.3128862,1779.318825
Cynanthus canivetii,240.4319873,1665.359946,301.5050622,215.9005081,234.0135471,178.7968684,219.1415396,219.1415396,836.9126416,298.1424167,122.7073888,1561.893846
Cynanthus doubledayi,244.1184088,1170.115359,299.9023956,228.8246038,236.9499213,185.4390215,26.6378074,26.6378074,780.9791578,277.2420213,114.4605209,942.1074211
Cynanthus forficatus,260.9658623,1297.892662,294.4548388,240.4519231,247.439698,222.6306752,233.8995049,233.8995049,624.6978797,211.655849,71.80521105,1398.505591
Cynanthus latirostris,198.6270119,703.3482465,307.043172,147.5801325,197.4896945,83.17960659,67.92983113,67.92983113,482.3466734,170.5872652,223.8637281,3477.941665
Cynanthus lawrencei,242.2392404,788.4041915,283.3602537,208.6982738,231.042131,200.4207293,19.25384674,19.25384674,639.6013658,228.7823291,83.01087068,2625.358456
Cyornis banyumas,208.8475249,1877.540051,281.8387505,158.6217783,163.6659463,110.7313638,167.3792465,167.3792465,986.369111,344.0524338,171.1070269,3126.085923
Cyornis brunneatus,178.8953416,1681.676469,308.0310365,75.89314885,103.0167696,26.58286091,170.9152642,170.9152642,819.1052468,285.1750371,281.4473643,7166.148714
Cyornis caerulatus,260.8545142,2901.452123,294.4613356,256.176786,261.8243028,230.7908963,880.6759752,880.6759752,986.8555451,340.2035543,63.66969121,318.7922491
Cyornis camarinensis,260.4826298,3242.703356,286.440142,247.1039979,263.1677729,235.641351,960.0194056,960.0194056,1489.212761,509.4857697,50.79023162,856.4994994
Cyornis colonus,263.4623205,2032.556463,282.4395064,256.1910154,264.8746189,244.8364967,644.6535301,644.6535301,913.7386684,321.0655276,37.58206452,420.2436133
Cyornis glaucicomans,151.6944714,1161.870325,276.0366953,51.84425058,53.77768836,6.890519517,61.4321777,61.4321777,609.0311665,213.7724705,269.1460128,6816.763901
Cyornis hainanus,235.5139048,1837.163815,306.9847947,187.6564937,196.5314263,140.380347,71.10378579,71.10378579,1055.526476,368.1408983,166.6040704,2969.016757
Cyornis herioti,243.4432032,2586.424985,284.9470773,222.5126939,231.6295229,199.5910949,323.951316,323.951316,1385.298851,485.0907951,85.35546696,1285.54903
Cyornis kadayangensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyornis kalaoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyornis lemprieri,269.0654822,1896.599495,286.2268109,262.6073548,266.2716339,256.44499,110.0357745,110.0357745,875.7026064,302.2303946,29.79800766,492.1444389
Cyornis magnirostris,184.8690941,2965.837461,264.9585792,112.8242015,129.3407637,58.87376452,86.773519,86.773519,1835.361193,643.7664783,206.0848258,4731.469461
Cyornis montanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyornis nicobaricus,270.6275697,3107.018625,285.086068,264.9390087,272.6689365,256.8794535,1137.819677,1137.819677,1202.002881,431.4790026,28.00322974,456.1137676
Cyornis ocularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyornis olivaceus,254.6517888,2705.326842,288.1495248,248.8721628,254.8943614,224.2260154,767.4544211,767.4544211,1006.780174,348.3521615,63.9210444,394.4700138
Cyornis omissus,236.2524527,2385.855455,266.7596457,231.001124,237.5064798,210.6081732,616.3177848,616.3177848,921.6694313,321.4036321,56.15283389,339.3007695
